Age,Gender,Study_Hours,Class_Attendance,Tuition,Exam_Frequency,Assignment_Load,Sleep_Hours,Physical_Exercise,Social_Media_Use,Screen_Time,Family_Income_Level,Peer_Pressure,Family_Support,Anxiety_Level,University_Type,Stress_Score,Stress_Level
20,Female,3,77,Yes,9,8,8,No,2,7,Low,1,7,8,Private University,19,Medium
19,Male,1,87,No,8,5,7,Yes,7,8,Medium,5,6,5,National University,18,Medium
19,Male,2,45,Yes,7,5,7,No,5,6,High,8,6,3,Public University,13,Medium
19,Male,4,41,Yes,9,5,9,No,1,7,Medium,6,2,6,Private University,17,Medium
23,Female,3,89,Yes,9,2,5,No,5,7,Low,4,8,7,National University,17,Medium
21,Male,7,87,No,4,8,4,Yes,2,1,High,3,6,7,Private University,10,Low
24,Male,6,68,No,8,3,9,Yes,1,3,Medium,1,9,4,National University,-1,Low
24,Female,3,95,Yes,9,8,4,Yes,4,6,High,4,2,5,National University,24,High
21,Male,9,90,No,1,8,9,No,3,1,Low,8,7,5,Public University,2,Low
20,Female,8,41,Yes,5,2,9,No,6,6,Medium,2,7,7,Private University,10,Low
19,Female,2,60,No,1,8,8,Yes,7,2,Medium,3,3,3,Public University,8,Low
23,Male,0,73,Yes,4,9,5,No,4,8,Medium,4,9,2,Private University,13,Medium
22,Female,7,65,No,7,9,7,Yes,0,9,Medium,5,8,7,Public University,15,Medium
22,Female,7,58,Yes,5,5,7,No,2,3,Low,2,3,6,Private University,11,Medium
23,Female,9,82,No,4,4,4,No,3,3,Low,9,9,7,Public University,8,Low
22,Male,6,48,Yes,5,4,5,Yes,1,8,Low,6,2,8,Public University,17,Medium
23,Male,7,67,Yes,3,8,6,No,1,5,High,2,4,1,National University,8,Low
22,Female,7,64,No,7,2,5,No,6,6,High,2,5,7,Private University,18,Medium
23,Female,3,55,Yes,2,2,9,Yes,3,5,Medium,3,5,7,National University,3,Low
21,Female,2,67,Yes,8,8,5,Yes,4,1,Low,7,4,4,National University,14,Medium
24,Male,8,76,Yes,7,4,6,No,2,10,Medium,1,8,8,National University,17,Medium
21,Female,5,48,Yes,8,2,7,Yes,4,2,Medium,6,5,8,Private University,10,Low
23,Male,2,64,Yes,5,4,6,No,5,2,Low,4,4,5,Private University,11,Medium
23,Female,0,54,Yes,7,2,7,No,0,6,Medium,9,5,2,National University,5,Low
20,Male,0,95,Yes,6,4,4,No,4,9,Medium,1,1,1,Private University,19,Medium
19,Male,9,88,Yes,6,4,6,Yes,0,3,Medium,2,1,2,Public University,6,Low
23,Female,2,49,Yes,2,8,6,No,7,3,Medium,8,1,6,Public University,19,Medium
19,Male,1,65,No,7,1,8,No,0,8,Low,3,7,3,Private University,4,Low
24,Male,6,60,Yes,5,8,6,No,1,3,Medium,6,7,2,National University,6,Low
22,Female,9,91,Yes,9,9,5,Yes,6,4,Low,5,8,8,Private University,21,High
24,Male,5,68,No,6,9,6,Yes,3,7,High,4,3,9,National University,23,High
20,Female,8,60,No,7,6,9,Yes,3,5,High,1,9,9,Public University,10,Low
20,Male,1,52,No,4,2,4,No,3,6,Low,6,9,3,Private University,5,Low
19,Female,4,68,Yes,6,7,9,Yes,4,5,Low,8,4,5,Public University,12,Medium
24,Male,3,78,No,1,7,5,No,4,5,Medium,7,2,1,Public University,11,Medium
24,Female,7,54,No,4,9,7,No,3,1,High,4,2,5,National University,13,Medium
24,Female,3,96,Yes,3,6,9,Yes,1,5,High,6,5,4,National University,3,Low
23,Male,5,53,Yes,1,8,6,Yes,3,4,Medium,5,2,5,National University,11,Medium
22,Female,0,47,Yes,7,1,9,No,0,11,Low,1,1,5,Private University,14,Medium
23,Female,9,45,Yes,3,8,8,No,4,8,Low,1,8,4,Private University,11,Medium
21,Female,4,46,Yes,7,6,5,Yes,0,7,Low,3,3,8,Public University,18,Medium
24,Female,6,97,No,6,8,7,No,4,4,Medium,1,7,6,Private University,14,Medium
23,Female,2,49,No,8,6,6,No,2,6,Medium,6,1,2,Private University,17,Medium
21,Male,8,71,Yes,5,5,4,Yes,5,11,Low,5,4,5,National University,21,High
24,Male,4,69,No,4,6,7,Yes,6,7,Low,4,6,7,Private University,15,Medium
21,Male,5,49,No,9,9,4,No,7,2,Medium,8,7,1,Public University,17,Medium
19,Male,3,99,Yes,1,1,6,Yes,1,2,Low,6,8,9,National University,-2,Low
21,Female,9,49,No,5,2,7,Yes,6,5,Low,9,2,9,Private University,16,Medium
21,Female,9,42,Yes,3,8,6,No,5,7,High,1,5,1,Public University,13,Medium
20,Male,3,47,Yes,5,9,8,Yes,7,4,High,3,6,7,Private University,16,Medium
23,Male,2,59,No,2,7,7,No,7,1,Medium,4,7,6,Public University,9,Low
23,Female,1,99,Yes,9,8,4,No,5,7,Medium,6,3,3,Private University,25,High
24,Female,9,70,Yes,1,3,9,Yes,4,10,Low,4,5,3,Public University,5,Low
24,Female,8,72,No,7,1,9,No,4,10,Medium,9,3,9,Private University,19,Medium
20,Male,3,84,Yes,8,6,5,Yes,2,6,Low,6,2,6,National University,19,Medium
22,Female,5,74,No,2,4,9,No,5,8,Medium,4,7,4,Private University,7,Low
21,Female,7,51,Yes,6,7,9,No,3,8,Medium,7,7,5,National University,13,Medium
22,Female,2,66,Yes,9,9,7,Yes,6,5,Medium,4,9,8,National University,19,Medium
20,Female,9,88,No,6,5,9,No,5,9,Medium,3,9,6,National University,13,Medium
21,Male,6,47,No,8,9,6,No,7,4,Medium,4,6,4,National University,20,Medium
22,Female,4,96,No,2,8,5,No,0,2,Low,2,7,5,Private University,5,Low
20,Female,2,94,Yes,2,4,7,No,5,1,Low,4,5,9,Private University,9,Low
21,Male,6,75,No,8,4,7,No,1,9,High,4,4,5,Private University,16,Medium
20,Male,0,86,No,6,2,7,No,2,10,Medium,6,4,3,Private University,12,Medium
23,Male,8,75,Yes,5,3,4,No,5,4,Medium,1,3,9,Public University,19,Medium
24,Male,2,47,Yes,2,6,4,No,4,9,Low,1,1,1,National University,17,Medium
20,Male,9,58,Yes,6,5,5,Yes,1,7,Medium,2,4,2,Public University,10,Low
24,Male,9,74,Yes,7,4,6,Yes,4,5,Medium,3,8,3,Private University,7,Low
22,Male,4,80,No,5,5,6,No,5,6,Medium,3,4,9,Public University,20,Medium
20,Male,0,46,Yes,5,5,6,No,7,9,Medium,7,3,5,National University,22,High
23,Female,6,54,No,7,6,9,Yes,3,1,Medium,1,2,6,Private University,10,Low
24,Male,8,92,Yes,9,4,7,No,0,3,Medium,3,1,4,Private University,12,Medium
21,Male,2,74,No,1,5,4,Yes,2,9,High,5,6,7,National University,12,Medium
19,Female,3,56,Yes,5,5,8,No,0,2,Medium,4,6,1,National University,-1,Low
19,Female,8,84,Yes,2,9,7,Yes,2,9,High,3,3,6,National University,16,Medium
20,Male,7,89,Yes,7,6,6,Yes,5,8,Medium,8,1,2,Public University,19,Medium
24,Female,4,89,No,7,2,8,Yes,0,9,Medium,9,4,1,National University,5,Low
20,Male,8,87,Yes,1,6,7,No,3,7,Low,1,1,9,Public University,18,Medium
19,Male,2,40,Yes,3,2,9,Yes,1,11,Medium,8,8,6,Public University,4,Low
19,Female,7,72,No,9,7,9,No,2,6,Medium,4,8,1,Private University,8,Low
19,Male,9,72,Yes,1,3,4,No,3,11,High,1,7,5,Private University,12,Medium
24,Female,3,99,Yes,3,1,6,Yes,5,7,Low,7,2,8,Private University,14,Medium
23,Male,3,49,No,6,1,5,No,3,9,Medium,3,7,7,National University,14,Medium
19,Female,9,97,Yes,9,9,5,Yes,5,8,Medium,4,1,2,Private University,25,High
21,Female,6,42,No,4,7,5,No,1,8,Low,8,2,6,National University,19,Medium
21,Female,0,46,No,3,6,5,No,5,8,Medium,5,9,7,National University,15,Medium
19,Male,3,92,No,2,4,7,Yes,0,3,Low,5,2,8,Private University,6,Low
19,Female,5,49,Yes,1,8,9,No,7,3,Medium,2,6,8,National University,12,Medium
21,Female,3,87,No,8,9,7,Yes,1,5,High,9,2,6,National University,18,Medium
20,Male,0,98,No,5,7,5,Yes,0,1,Low,6,8,3,Public University,1,Low
20,Female,4,51,Yes,2,2,4,Yes,6,1,Medium,7,4,3,Private University,4,Low
24,Female,6,78,Yes,2,4,7,Yes,1,5,High,1,9,7,Public University,1,Low
19,Female,0,88,No,7,6,5,Yes,3,1,Medium,6,3,2,Public University,9,Low
19,Male,0,42,Yes,1,1,7,No,1,10,Low,3,4,9,National University,11,Medium
24,Male,3,60,No,1,4,8,No,5,4,Low,1,6,5,National University,5,Low
23,Female,2,63,Yes,3,5,8,Yes,2,2,High,6,9,9,Private University,2,Low
19,Male,6,62,No,7,7,4,No,5,1,Medium,7,8,5,Private University,13,Medium
20,Male,3,82,Yes,1,4,5,Yes,1,5,Low,4,1,8,Private University,11,Medium
24,Female,8,56,No,9,1,6,No,1,11,Medium,5,7,4,Private University,13,Medium
21,Female,1,97,No,7,7,6,No,4,9,High,1,7,9,Public University,23,High
21,Male,4,80,No,1,3,8,Yes,2,10,High,5,7,6,Private University,5,Low
24,Female,1,99,Yes,6,7,5,No,6,7,Medium,1,8,2,National University,15,Medium
20,Female,4,43,No,8,5,6,No,6,1,High,1,6,3,National University,11,Medium
19,Female,8,68,Yes,3,6,9,No,5,3,Medium,5,9,2,Public University,1,Low
24,Male,6,88,Yes,2,1,5,Yes,0,7,Low,7,2,4,Private University,5,Low
19,Female,9,41,Yes,2,5,9,Yes,2,10,High,1,3,1,Public University,6,Low
19,Female,1,40,No,6,7,9,Yes,2,5,Medium,4,4,7,Public University,12,Medium
24,Female,7,79,Yes,6,1,7,No,4,8,Medium,2,6,5,Private University,11,Medium
21,Female,5,67,Yes,7,1,4,No,2,8,Medium,7,8,1,Private University,7,Low
24,Male,9,63,No,7,2,9,Yes,6,4,Medium,9,2,9,Public University,15,Medium
24,Male,9,41,No,9,2,9,Yes,3,3,High,7,4,6,National University,8,Low
24,Male,0,62,Yes,8,9,8,Yes,6,8,Medium,5,9,6,Public University,18,Medium
22,Male,2,45,No,6,9,5,No,0,1,Medium,8,2,6,National University,15,Medium
22,Female,0,59,No,8,5,9,No,0,9,Low,9,6,1,Public University,8,Low
19,Female,5,74,Yes,1,5,7,Yes,7,4,Medium,4,2,9,Private University,15,Medium
22,Male,1,76,No,2,7,6,No,3,1,Low,1,6,8,Public University,9,Low
22,Male,8,58,Yes,5,3,4,Yes,7,2,High,2,5,4,Private University,10,Low
21,Female,0,77,No,1,3,4,No,0,10,Low,8,6,4,National University,8,Low
22,Female,3,52,Yes,5,2,4,No,4,10,Low,1,8,2,National University,11,Medium
19,Male,8,66,No,7,2,6,No,7,6,High,7,9,7,Public University,14,Medium
24,Female,9,42,Yes,2,6,4,Yes,5,11,High,9,3,3,National University,18,Medium
24,Female,4,97,Yes,4,8,9,No,6,4,Medium,8,2,7,Private University,18,Medium
19,Female,3,50,No,4,3,8,Yes,4,11,Medium,8,3,7,Private University,16,Medium
24,Female,0,91,No,9,3,6,No,5,9,Medium,4,1,5,Public University,24,High
23,Female,6,41,Yes,2,2,9,Yes,6,3,Low,6,7,3,Private University,-2,Low
23,Female,5,80,No,2,4,8,No,4,1,Medium,4,4,6,Public University,5,Low
23,Female,9,46,No,2,5,4,No,0,9,High,7,9,2,Private University,5,Low
24,Female,2,71,Yes,9,4,6,No,6,10,Medium,3,5,5,National University,23,High
21,Female,9,91,No,5,7,7,No,5,2,Medium,2,9,7,Public University,10,Low
23,Female,6,79,No,5,2,7,No,5,3,Medium,6,8,6,Private University,6,Low
21,Female,7,45,Yes,9,1,6,Yes,2,4,Low,4,6,1,Private University,3,Low
24,Male,9,85,Yes,1,8,5,Yes,1,8,Low,7,2,1,Private University,10,Low
21,Female,8,70,No,4,9,8,Yes,7,6,Low,1,7,4,Public University,13,Medium
23,Male,4,63,No,7,8,9,No,4,10,Low,8,7,7,Public University,20,Medium
21,Female,0,47,Yes,8,5,8,Yes,3,8,Low,2,5,1,Private University,10,Low
23,Female,0,88,Yes,3,3,6,Yes,7,2,Medium,8,8,1,Private University,0,Low
19,Female,6,85,Yes,1,5,7,No,0,8,Low,7,7,4,Public University,4,Low
20,Female,7,76,Yes,4,8,6,No,2,8,High,9,5,1,Private University,12,Medium
21,Female,8,96,Yes,9,4,8,Yes,2,9,Medium,7,7,5,Private University,12,Medium
19,Female,5,98,No,4,7,4,Yes,7,8,Medium,6,9,1,National University,12,Medium
21,Male,4,40,Yes,9,1,9,Yes,7,7,Medium,6,3,2,Public University,12,Medium
24,Male,1,60,No,2,4,4,No,4,2,High,4,2,3,National University,9,Low
21,Male,6,81,Yes,8,7,6,No,5,6,Medium,9,8,1,National University,13,Medium
22,Male,3,89,Yes,8,7,7,No,5,8,Low,2,7,5,National University,19,Medium
19,Female,4,59,Yes,8,4,9,Yes,4,11,Medium,4,5,9,National University,20,Medium
21,Female,3,73,No,6,6,9,Yes,1,9,Medium,2,1,3,National University,13,Medium
19,Male,5,90,Yes,1,5,8,No,2,6,Low,4,8,7,National University,5,Low
20,Male,2,74,No,1,1,4,Yes,0,3,Medium,9,5,5,Private University,-1,Low
20,Male,1,43,Yes,5,6,6,Yes,2,2,Medium,1,1,4,Public University,10,Low
23,Female,4,72,No,5,8,8,Yes,1,4,Low,7,1,3,Public University,10,Low
23,Female,0,87,No,8,3,6,No,2,11,Low,1,2,4,Public University,20,Medium
21,Male,6,56,Yes,3,9,9,No,1,4,Low,3,1,6,National University,13,Medium
23,Female,3,61,No,1,8,6,Yes,4,7,High,4,2,6,National University,16,Medium
23,Male,5,90,No,3,4,4,Yes,6,3,Medium,6,9,1,National University,2,Low
20,Female,5,84,Yes,4,1,5,Yes,2,6,Low,3,6,7,Public University,7,Low
23,Male,6,56,Yes,6,9,6,No,4,11,Medium,4,3,6,National University,27,High
20,Male,2,45,No,1,1,6,Yes,0,10,High,5,1,8,Public University,11,Medium
22,Female,3,79,No,9,4,5,No,5,11,High,4,2,9,Public University,31,High
21,Female,1,97,Yes,5,2,8,No,7,1,Low,1,7,8,Private University,8,Low
21,Female,9,70,Yes,6,8,6,No,3,1,Low,2,4,1,Private University,9,Low
21,Male,2,61,No,6,1,9,No,6,6,Medium,5,7,8,Private University,11,Medium
23,Male,2,70,No,9,1,9,Yes,1,8,Low,4,1,2,Public University,9,Low
23,Female,6,52,Yes,3,1,7,Yes,0,1,Low,5,5,7,Public University,-2,Low
20,Female,6,77,Yes,6,4,6,Yes,0,10,Low,1,2,8,Public University,18,Medium
21,Female,0,42,No,8,1,8,No,5,8,Medium,5,2,3,National University,15,Medium
23,Female,6,74,No,7,1,7,Yes,7,9,High,3,1,3,Private University,17,Medium
19,Male,0,86,No,8,1,4,No,1,8,Medium,4,6,7,Private University,15,Medium
23,Male,4,62,No,3,1,9,Yes,7,6,Medium,5,8,4,National University,2,Low
23,Male,8,78,Yes,4,1,7,Yes,2,8,Medium,7,1,9,National University,14,Medium
24,Female,5,55,Yes,3,3,9,Yes,2,6,High,1,5,1,National University,-1,Low
19,Male,5,47,No,1,9,5,No,4,7,High,3,3,9,National University,22,High
24,Male,8,55,No,5,8,9,Yes,4,7,Low,5,3,1,National University,11,Medium
19,Female,0,70,Yes,1,4,6,No,1,9,Medium,1,6,8,National University,11,Medium
19,Male,9,94,No,9,4,4,No,6,3,Low,8,7,1,Private University,12,Medium
22,Male,0,98,No,7,4,4,Yes,7,1,Medium,2,9,9,Private University,13,Medium
20,Male,6,54,Yes,5,4,5,No,7,10,Medium,6,3,4,Private University,22,High
22,Male,3,58,Yes,2,4,9,Yes,6,8,Low,9,5,3,National University,7,Low
22,Female,1,76,No,4,7,5,Yes,7,6,Medium,6,7,4,National University,14,Medium
21,Male,5,58,Yes,8,4,5,Yes,6,3,Medium,2,6,8,Public University,16,Medium
23,Female,6,95,Yes,8,2,8,Yes,7,11,Low,2,5,6,National University,19,Medium
20,Male,8,68,Yes,6,8,9,Yes,7,3,Low,3,6,7,National University,14,Medium
20,Male,4,82,Yes,7,5,9,No,3,8,Medium,8,7,1,Public University,8,Low
23,Male,6,86,Yes,6,2,6,Yes,7,2,Medium,1,7,9,Private University,11,Medium
24,Male,6,53,Yes,7,1,8,Yes,0,10,Medium,1,8,9,Public University,9,Low
23,Female,7,40,No,5,8,5,No,2,7,Medium,5,4,6,Public University,19,Medium
20,Male,4,82,No,1,7,6,No,1,1,Low,4,4,7,National University,7,Low
24,Female,0,73,Yes,9,9,6,Yes,4,10,Medium,8,2,5,National University,27,High
21,Female,7,96,Yes,3,4,5,No,0,7,Low,8,2,5,Public University,12,Medium
19,Male,5,99,No,1,3,8,No,5,5,Medium,6,1,3,National University,8,Low
19,Female,5,60,Yes,8,3,5,No,3,5,Medium,9,1,3,Private University,16,Medium
23,Female,5,99,No,9,6,6,No,5,11,High,1,1,1,Private University,25,High
20,Male,6,68,No,2,4,5,Yes,4,8,Low,5,3,4,Public University,12,Medium
22,Female,5,65,No,3,3,9,Yes,3,1,Medium,8,7,1,Private University,-7,Low
19,Male,0,80,Yes,6,9,9,No,4,3,Medium,9,4,6,Private University,15,Medium
19,Female,9,60,No,9,9,4,No,2,9,Medium,5,2,7,Public University,30,High
19,Male,4,47,No,8,2,5,No,0,9,Low,2,4,9,Public University,19,Medium
23,Female,7,98,Yes,1,1,7,No,7,8,High,2,5,8,Private University,13,Medium
19,Female,4,92,Yes,5,8,6,Yes,4,2,Medium,1,3,1,Private University,9,Low
20,Male,3,41,Yes,8,2,9,No,7,9,Low,9,7,1,Private University,11,Medium
20,Female,6,84,No,6,4,5,Yes,4,7,Medium,8,4,4,National University,14,Medium
21,Female,9,83,Yes,4,4,5,No,6,1,Medium,1,1,5,Private University,14,Medium
20,Male,1,72,No,5,2,8,No,7,7,Medium,5,8,1,National University,6,Low
23,Male,9,69,No,4,4,4,No,2,2,Medium,9,8,1,Private University,1,Low
22,Male,0,79,Yes,3,4,9,No,4,8,Medium,5,8,7,National University,9,Low
20,Female,0,91,No,2,9,6,Yes,2,6,High,6,3,3,Private University,11,Medium
19,Female,3,73,Yes,4,8,5,No,7,2,Medium,4,6,8,National University,18,Medium
23,Female,4,52,No,6,7,5,Yes,4,10,Medium,5,3,6,Private University,23,High
19,Male,1,45,No,7,6,4,No,7,11,Low,9,9,4,National University,22,High
19,Female,3,64,Yes,8,6,9,No,7,2,Low,2,3,3,National University,14,Medium
20,Female,7,82,No,5,3,4,No,7,9,Medium,5,1,3,Public University,22,High
21,Male,5,59,No,3,9,5,Yes,7,10,Low,2,5,5,Public University,22,High
24,Female,1,91,Yes,7,9,9,Yes,1,1,Low,7,1,5,National University,11,Medium
22,Female,1,71,No,9,5,6,Yes,5,2,Low,2,6,8,National University,15,Medium
24,Female,2,41,Yes,5,7,8,No,0,5,Low,1,7,3,Private University,5,Low
20,Male,6,64,No,7,2,4,Yes,1,8,Medium,2,5,7,Private University,14,Medium
22,Female,8,45,Yes,9,7,8,No,0,7,Low,9,9,9,Public University,15,Medium
20,Male,6,98,Yes,8,1,8,Yes,1,11,Medium,4,1,9,Private University,19,Medium
24,Female,2,52,No,1,7,6,No,3,3,High,3,9,3,Private University,2,Low
19,Male,5,61,No,4,6,7,No,6,11,Medium,2,7,1,National University,14,Medium
19,Male,1,89,No,8,3,7,Yes,2,5,Low,3,5,4,National University,8,Low
21,Female,0,71,Yes,4,3,9,No,1,11,Low,5,3,5,National University,12,Medium
21,Male,0,82,No,9,7,9,Yes,3,9,Medium,9,4,5,Public University,18,Medium
24,Male,3,77,Yes,5,8,7,Yes,7,2,Medium,9,8,2,Private University,7,Low
24,Female,7,46,No,4,2,8,Yes,6,1,Medium,7,4,1,Public University,0,Low
20,Female,6,69,No,7,1,8,Yes,5,4,High,2,7,7,National University,7,Low
20,Female,2,89,Yes,9,8,4,No,5,4,High,3,3,1,Public University,20,Medium
21,Female,4,51,Yes,7,1,8,Yes,5,9,High,7,2,9,National University,19,Medium
23,Female,4,81,Yes,7,4,5,Yes,4,11,High,3,3,4,Private University,20,Medium
19,Female,8,67,Yes,6,7,7,No,6,5,High,5,6,2,Public University,13,Medium
19,Female,0,94,Yes,8,3,6,Yes,2,11,High,2,5,6,National University,17,Medium
22,Male,0,93,Yes,8,9,8,Yes,7,2,Low,4,6,2,Private University,12,Medium
21,Female,7,52,No,9,8,4,Yes,1,6,Medium,3,7,1,National University,12,Medium
24,Female,7,54,Yes,1,1,7,Yes,7,2,Medium,2,2,4,Public University,4,Low
20,Male,2,50,No,2,4,5,Yes,4,3,High,6,5,8,National University,9,Low
19,Male,2,79,Yes,7,3,4,No,0,1,Low,9,9,9,Public University,7,Low
21,Male,6,70,Yes,4,1,6,Yes,1,6,Low,2,6,1,Private University,-1,Low
22,Female,9,65,No,7,4,7,Yes,7,8,Low,9,1,9,National University,25,High
23,Male,9,77,Yes,4,5,9,No,7,9,Low,8,6,2,National University,12,Medium
20,Female,4,48,No,5,1,8,Yes,4,2,Medium,7,2,7,National University,7,Low
22,Male,9,57,No,6,4,4,Yes,1,11,Low,5,3,3,Private University,16,Medium
24,Male,3,70,Yes,5,6,6,Yes,2,4,Low,7,8,8,National University,9,Low
22,Female,8,99,No,1,6,4,Yes,4,11,Medium,5,7,3,Private University,12,Medium
21,Male,4,52,Yes,6,5,5,Yes,4,6,High,4,6,1,Private University,9,Low
24,Female,7,85,No,9,7,4,No,5,1,Low,8,9,1,National University,10,Low
20,Female,9,50,No,9,1,6,No,1,4,Medium,8,3,1,Private University,7,Low
21,Male,6,61,Yes,6,5,9,No,5,3,Low,1,1,9,National University,18,Medium
19,Female,6,46,No,2,6,5,No,3,4,Low,1,8,9,Private University,11,Medium
21,Female,7,98,No,4,8,4,Yes,1,2,Medium,6,1,3,Private University,11,Medium
20,Female,1,52,Yes,6,2,4,No,2,5,Low,6,6,9,Public University,14,Medium
22,Female,0,51,Yes,4,8,9,No,5,8,Medium,9,5,9,Public University,20,Medium
23,Female,2,47,No,1,2,8,Yes,0,8,Low,9,3,2,Public University,0,Low
22,Female,5,97,Yes,2,8,9,Yes,3,9,High,1,8,2,Public University,5,Low
20,Female,3,64,No,8,4,8,No,3,9,Medium,6,5,1,Private University,12,Medium
20,Male,4,95,No,9,9,6,Yes,5,7,High,5,7,6,Private University,21,High
24,Female,8,72,Yes,9,1,7,Yes,4,6,Medium,4,4,8,Public University,15,Medium
20,Female,6,69,No,6,8,4,Yes,7,10,Medium,5,4,4,Private University,25,High
24,Female,9,59,No,8,1,5,No,4,3,Medium,2,2,8,Private University,17,Medium
22,Female,6,81,Yes,5,4,4,No,0,11,Low,8,2,4,Private University,18,Medium
22,Female,8,66,Yes,2,5,8,No,1,8,Medium,8,4,7,National University,11,Medium
24,Male,7,59,Yes,4,6,9,Yes,7,11,Medium,8,4,6,National University,19,Medium
24,Male,8,63,No,4,1,7,No,6,10,Medium,7,7,7,National University,14,Medium
20,Male,4,71,No,4,9,5,No,1,7,Medium,6,8,7,Public University,15,Medium
19,Female,3,93,No,1,7,6,No,3,6,High,9,4,5,Public University,12,Medium
22,Female,5,88,No,1,7,7,Yes,6,5,Low,2,2,9,Private University,17,Medium
21,Male,2,87,No,6,6,8,Yes,0,5,Medium,7,6,8,Private University,9,Low
22,Female,4,50,No,1,6,9,Yes,2,7,Low,1,7,3,Public University,1,Low
19,Female,3,53,Yes,9,8,7,Yes,3,10,Low,9,7,6,National University,20,Medium
24,Male,0,80,No,1,9,5,Yes,2,5,Medium,3,6,3,National University,7,Low
20,Female,3,71,Yes,3,2,7,No,6,2,Low,1,7,3,National University,2,Low
22,Male,8,43,No,4,3,8,No,1,10,Low,1,3,5,Private University,12,Medium
23,Female,4,40,Yes,5,7,7,Yes,4,9,Low,2,7,7,Public University,16,Medium
21,Male,8,46,No,4,8,6,Yes,7,7,Medium,2,6,7,National University,19,Medium
24,Male,9,50,No,1,5,9,Yes,1,7,Medium,8,6,1,Public University,-2,Low
24,Male,3,62,No,6,6,7,Yes,2,3,Medium,9,5,6,National University,9,Low
20,Female,2,75,Yes,4,4,9,Yes,0,11,High,9,7,2,National University,3,Low
22,Female,7,43,Yes,2,5,8,Yes,1,1,Medium,3,3,7,National University,3,Low
20,Male,6,54,Yes,9,8,9,No,0,4,High,6,4,4,National University,12,Medium
21,Female,8,60,No,4,1,7,Yes,5,6,High,8,7,2,Public University,2,Low
21,Male,0,93,No,1,4,4,No,2,1,High,7,7,8,Private University,5,Low
24,Female,6,85,No,5,7,5,No,1,1,Medium,9,6,5,Private University,8,Low
24,Male,7,98,Yes,1,5,7,Yes,3,8,Medium,7,6,9,Private University,11,Medium
23,Male,2,85,No,2,7,4,Yes,4,3,Low,4,2,6,Public University,14,Medium
24,Male,0,46,Yes,2,2,8,No,2,9,High,5,6,3,National University,4,Low
23,Female,4,77,Yes,2,5,9,Yes,4,9,Medium,2,2,4,National University,11,Medium
23,Male,6,70,Yes,7,3,7,No,3,4,High,7,6,8,Public University,12,Medium
22,Male,4,73,Yes,6,7,5,No,4,5,Low,2,5,1,Public University,13,Medium
22,Male,4,44,No,1,9,8,Yes,4,6,High,6,3,8,Public University,15,Medium
21,Female,0,83,Yes,2,4,8,Yes,2,9,Low,2,4,5,Public University,8,Low
22,Male,9,89,No,1,4,6,No,7,4,Low,1,6,4,National University,8,Low
21,Male,3,48,No,9,6,6,Yes,3,10,High,1,5,5,National University,20,Medium
22,Female,9,51,No,1,2,9,No,4,9,High,2,2,7,National University,12,Medium
23,Female,4,62,No,7,8,9,No,7,5,Medium,3,6,8,Private University,20,Medium
23,Male,6,75,Yes,2,5,4,Yes,6,9,Medium,6,8,3,National University,11,Medium
19,Male,5,80,Yes,8,4,5,No,7,5,High,2,6,4,Public University,17,Medium
21,Female,3,93,No,9,6,9,Yes,4,6,Low,6,4,3,Private University,13,Medium
24,Male,1,48,Yes,4,9,9,No,7,11,Low,2,5,5,National University,22,High
20,Male,0,59,No,6,3,9,No,0,4,Medium,8,6,5,Private University,3,Low
19,Female,6,83,Yes,9,3,9,No,6,9,Low,3,1,4,Public University,21,High
24,Male,1,96,Yes,6,2,4,No,6,2,Low,6,3,8,National University,17,Medium
20,Female,9,87,Yes,1,7,7,Yes,2,3,Medium,2,3,6,National University,7,Low
23,Male,1,47,Yes,5,9,7,No,2,8,Low,4,4,1,Public University,14,Medium
20,Male,9,44,Yes,9,9,6,No,2,7,Medium,3,8,7,National University,20,Medium
19,Male,0,54,Yes,3,6,7,Yes,0,7,Medium,9,3,6,Public University,10,Low
24,Female,9,90,Yes,3,4,9,No,5,2,Medium,3,5,6,National University,6,Low
20,Female,1,83,Yes,9,9,5,Yes,5,7,High,7,9,3,Public University,17,Medium
23,Female,2,65,Yes,4,4,7,No,7,2,Low,9,6,3,Public University,7,Low
24,Male,9,52,Yes,1,2,5,Yes,7,8,High,6,8,4,National University,7,Low
21,Male,9,60,Yes,9,5,5,No,0,2,Medium,4,8,2,Private University,5,Low
21,Male,6,89,Yes,1,9,4,Yes,1,11,Medium,9,6,8,Private University,18,Medium
23,Female,7,54,Yes,4,8,6,No,3,6,Low,8,4,9,Public University,20,Medium
21,Male,2,42,No,3,5,7,Yes,3,2,Low,7,9,1,Public University,-4,Low
21,Female,5,62,No,4,7,4,No,1,4,Low,5,8,2,Private University,6,Low
20,Male,5,95,Yes,1,6,7,No,1,1,Low,8,5,2,National University,-1,Low
22,Male,2,66,Yes,6,9,4,Yes,3,11,Medium,9,7,3,Public University,19,Medium
24,Female,6,81,No,5,6,8,No,2,6,Medium,8,3,4,Private University,12,Medium
22,Female,2,76,Yes,8,1,4,No,2,3,Low,6,4,2,Public University,8,Low
24,Male,6,49,Yes,8,3,5,Yes,3,2,Medium,5,3,2,Private University,8,Low
23,Male,9,97,No,7,4,7,Yes,0,2,Medium,1,6,2,Public University,0,Low
24,Male,3,61,Yes,4,2,7,Yes,1,2,Medium,7,5,6,National University,1,Low
